PDATE,TOKEN,IN_TIME,OUT_TIME,TOTAL_TIME,STATUS
2023-09-29,47,,,,
2023-09-30,47,,,,
2023-09-01,50,2023-09-01 12:44:00,2023-09-01 21:35:59,08:51:59,
2023-09-02,50,2023-09-02 12:53:00,2023-09-02 21:53:00,09:00:00,
2023-09-03,50,,,,
2023-09-04,50,2023-09-04 12:23:59,2023-09-04 21:40:00,09:16:00,
2023-09-05,50,2023-09-05 12:31:00,2023-09-05 21:34:59,09:03:59,
2023-09-06,50,2023-09-06 12:40:00,2023-09-06 21:44:00,09:04:00,
2023-09-07,50,,,,
2023-09-08,50,2023-09-08 12:23:59,2023-09-08 21:31:00,09:07:00,
2023-09-09,50,,,,
2023-09-10,50,2023-09-10 07:06:00,2023-09-10 16:59:00,09:53:00,
2023-09-11,50,2023-09-11 12:08:00,2023-09-11 21:27:59,09:19:59,
2023-09-12,50,2023-09-12 12:20:00,2023-09-12 21:42:00,09:22:00,
2023-09-13,50,2023-09-13 12:15:59,2023-09-13 21:29:00,09:13:00,
2023-09-14,50,2023-09-14 12:18:00,2023-09-14 21:32:00,09:14:00,
2023-09-15,50,2023-09-15 12:03:59,2023-09-15 21:29:00,09:25:00,
2023-09-16,50,,,,
2023-09-17,50,2023-09-17 07:10:59,2023-09-17 16:33:59,09:23:00,
2023-09-18,50,2023-09-18 07:25:00,2023-09-18 16:12:59,08:47:59,
2023-09-19,50,,,,
2023-09-20,50,,,,
2023-09-21,50,,,,
2023-09-22,50,,,,
2023-09-23,50,,,,
2023-09-24,50,,,,
2023-09-25,50,,,,
2023-09-26,50,,,,
2023-09-27,50,,,,
2023-09-28,50,,,,
2023-09-29,50,,,,
2023-09-30,50,,,,
2023-09-01,51,2023-09-01 08:24:00,2023-09-01 17:35:00,09:11:00,
2023-09-02,51,2023-09-02 08:28:59,2023-09-02 17:28:59,09:00:00,
2023-09-03,51,2023-09-03 08:29:59,2023-09-03 17:26:59,08:57:00,
2023-09-04,51,,,,
2023-09-05,51,2023-09-05 08:35:00,2023-09-05 17:36:00,09:01:00,
2023-09-06,51,2023-09-06 08:28:59,2023-09-06 17:28:59,09:00:00,
2023-09-07,51,2023-09-07 08:37:00,2023-09-07 17:26:59,08:49:59,
2023-09-08,51,2023-09-08 08:40:59,2023-09-08 17:36:00,08:55:00,
2023-09-09,51,2023-09-09 08:37:00,2023-09-09 17:19:59,08:42:59,
2023-09-10,51,2023-09-10 07:59:00,2023-09-10 16:52:59,08:53:59,
2023-09-11,51,,,,
2023-09-12,51,2023-09-12 08:34:00,2023-09-12 17:30:59,08:56:59,
2023-09-13,51,2023-09-13 08:44:00,2023-09-13 17:32:00,08:48:00,
2023-09-14,51,2023-09-14 09:13:59,2023-09-14 18:01:59,08:48:00,
2023-09-15,51,2023-09-15 08:26:59,2023-09-15 17:30:59,09:04:00,
2023-09-16,51,2023-09-16 08:40:59,2023-09-16 17:35:00,08:54:00,
2023-09-17,51,2023-09-17 08:26:00,2023-09-17 17:22:00,08:56:00,
2023-09-18,51,2023-09-18 08:37:59,2023-09-18 15:53:00,07:15:00,
2023-09-19,51,,,,
2023-09-20,51,,,,
2023-09-21,51,,,,
2023-09-22,51,,,,
2023-09-23,51,,,,
2023-09-24,51,,,,
2023-09-25,51,,,,
2023-09-26,51,,,,
2023-09-27,51,,,,
2023-09-28,51,,,,
2023-09-29,51,,,,
2023-09-30,51,,,,
2023-09-01,52,2023-09-01 06:38:59,2023-09-01 16:22:59,09:44:00,
2023-09-02,52,,,,
2023-09-03,52,2023-09-03 06:52:00,2023-09-03 16:26:00,09:34:00,
2023-09-04,52,2023-09-04 06:54:00,2023-09-04 16:31:59,09:37:59,
2023-09-05,52,2023-09-05 06:43:00,2023-09-05 16:56:59,10:13:59,
2023-09-06,52,2023-09-06 06:40:00,2023-09-06 16:32:59,09:52:59,
2023-09-07,52,2023-09-07 06:52:00,2023-09-07 16:32:59,09:40:59,
2023-09-08,52,2023-09-08 06:46:59,2023-09-08 16:19:59,09:33:00,
2023-09-09,52,,,,
2023-09-10,52,2023-09-10 06:56:00,2023-09-10 16:30:00,09:34:00,
2023-09-11,52,2023-09-11 06:41:00,2023-09-11 16:26:00,09:45:00,
2023-09-12,52,2023-09-12 06:37:59,2023-09-12 16:18:59,09:41:00,
2023-09-13,52,2023-09-13 06:45:00,2023-09-13 16:19:59,09:34:59,
2023-09-14,52,2023-09-14 06:45:59,2023-09-14 16:18:59,09:33:00,
2023-09-15,52,2023-09-15 06:44:00,2023-09-15 16:18:59,09:34:59,
2023-09-16,52,,,,
2023-09-17,52,2023-09-17 06:55:00,2023-09-17 16:22:59,09:27:59,
2023-09-18,52,2023-09-18 06:49:59,2023-09-18 15:34:59,08:45:00,
2023-09-19,52,,,,
2023-09-20,52,,,,
2023-09-21,52,,,,
2023-09-22,52,,,,
2023-09-23,52,,,,
2023-09-24,52,,,,
2023-09-25,52,,,,
2023-09-26,52,,,,
2023-09-27,52,,,,
2023-09-28,52,,,,
2023-09-29,52,,,,
2023-09-30,52,,,,
2023-09-01,53,,,,
2023-09-02,53,2023-09-02 06:36:59,2023-09-02 17:21:00,10:44:00,
2023-09-03,53,2023-09-03 06:44:00,2023-09-03 16:33:59,09:49:59,
2023-09-04,53,2023-09-04 06:29:00,2023-09-04 17:36:00,11:07:00,
2023-09-05,53,2023-09-05 06:40:00,2023-09-05 17:23:00,10:43:00,
2023-09-06,53,2023-09-06 06:41:00,2023-09-06 16:44:59,10:03:59,
2023-09-07,53,2023-09-07 06:40:00,2023-09-07 16:48:00,10:08:00,
2023-09-08,53,2023-09-08 06:44:00,2023-09-08 16:43:59,09:59:59,
2023-09-09,53,2023-09-09 06:38:59,2023-09-09 16:51:00,10:12:00,
2023-09-10,53,,,,
2023-09-11,53,2023-09-11 06:43:00,2023-09-11 16:39:00,09:56:00,
2023-09-12,53,2023-09-12 06:48:59,2023-09-12 16:34:59,09:46:00,
2023-09-13,53,,,,
2023-09-14,53,2023-09-14 07:03:00,2023-09-14 16:22:59,09:19:59,
2023-09-15,53,2023-09-15 06:30:00,2023-09-15 16:30:00,10:00:00,
2023-09-16,53,,,,
2023-09-17,53,,,,
2023-09-18,53,,,,
2023-09-19,53,,,,
2023-09-20,53,,,,
2023-09-21,53,,,,
2023-09-22,53,,,,
2023-09-23,53,,,,
2023-09-24,53,,,,
2023-09-25,53,,,,
2023-09-26,53,,,,
2023-09-27,53,,,,
2023-09-28,53,,,,
2023-09-29,53,,,,
2023-09-30,53,,,,
2023-09-01,54,2023-09-01 21:42:00,2023-09-02 08:38:59,10:56:59,
2023-09-02,54,,,,
2023-09-03,54,,,,
2023-09-04,54,,,,
2023-09-05,54,,,,
2023-09-06,54,,,,
2023-09-07,54,,,,
2023-09-08,54,,,,
2023-09-09,54,,,,
2023-09-10,54,2023-09-10 21:44:00,2023-09-11 08:45:00,11:01:00,
2023-09-11,54,,,,
2023-09-12,54,,,,
2023-09-13,54,,,,
2023-09-14,54,,,,
2023-09-15,54,,,,
2023-09-16,54,,,,
2023-09-17,54,2023-09-17 21:41:00,2023-09-18 08:39:59,10:58:59,
2023-09-18,54,,,,
2023-09-19,54,,,,
2023-09-20,54,,,,
2023-09-21,54,,,,
2023-09-22,54,,,,
2023-09-23,54,,,,
2023-09-24,54,,,,
2023-09-25,54,,,,
2023-09-26,54,,,,
2023-09-27,54,,,,
2023-09-28,54,,,,
2023-09-29,54,,,,
2023-09-30,54,,,,
2023-09-01,55,,,,
2023-09-02,55,2023-09-02 07:09:59,2023-09-02 17:21:00,10:11:00,
2023-09-03,55,2023-09-03 06:57:59,2023-09-03 16:33:59,09:36:00,
2023-09-04,55,2023-09-04 06:54:00,2023-09-04 17:47:00,10:53:00,
2023-09-05,55,2023-09-05 07:07:00,2023-09-05 17:16:59,10:09:59,
2023-09-06,55,2023-09-06 06:47:59,2023-09-06 17:03:59,10:16:00,
2023-09-07,55,2023-09-07 06:48:59,2023-09-07 16:48:00,09:59:00,
2023-09-08,55,,,,
2023-09-09,55,2023-09-09 06:48:59,2023-09-09 16:49:00,10:00:00,
2023-09-10,55,2023-09-10 07:06:00,2023-09-10 17:00:00,09:54:00,
2023-09-11,55,2023-09-11 06:55:00,2023-09-11 16:44:59,09:49:59,
2023-09-12,55,2023-09-12 07:11:59,2023-09-12 16:34:59,09:23:00,
2023-09-13,55,2023-09-13 07:11:59,2023-09-13 16:43:59,09:32:00,
2023-09-14,55,2023-09-14 07:07:59,2023-09-14 16:22:59,09:15:00,
2023-09-15,55,,,,
2023-09-16,55,2023-09-16 07:04:00,2023-09-16 16:42:59,09:38:59,
2023-09-17,55,2023-09-17 06:59:59,2023-09-17 16:33:59,09:34:00,
2023-09-18,55,2023-09-18 06:56:59,2023-09-18 16:12:59,09:16:00,
2023-09-19,55,,,,
2023-09-20,55,,,,
2023-09-21,55,,,,
2023-09-22,55,,,,
2023-09-23,55,,,,
2023-09-24,55,,,,
2023-09-25,55,,,,
2023-09-26,55,,,,
2023-09-27,55,,,,
2023-09-28,55,,,,
2023-09-29,55,,,,
2023-09-30,55,,,,
2023-09-01,57,2023-09-01 15:06:00,2023-09-01 22:06:00,07:00:00,
2023-09-02,57,2023-09-02 21:49:59,2023-09-03 07:59:00,10:09:00,
2023-09-03,57,,,,
2023-09-04,57,2023-09-04 12:45:59,2023-09-04 22:19:59,09:34:00,
2023-09-05,57,2023-09-05 12:42:00,2023-09-05 22:09:59,09:27:59,
2023-09-06,57,2023-09-06 12:52:00,2023-09-06 22:17:00,09:25:00,
2023-09-07,57,2023-09-07 12:49:59,2023-09-07 22:18:59,09:29:00,
2023-09-08,57,2023-09-08 12:52:00,2023-09-08 22:16:00,09:24:00,
2023-09-09,57,2023-09-09 12:51:00,2023-09-09 22:12:59,09:21:59,
2023-09-10,57,,,,
2023-09-11,57,2023-09-11 12:38:59,2023-09-11 22:21:59,09:43:00,
2023-09-12,57,2023-09-12 13:03:00,2023-09-12 22:14:00,09:11:00,
2023-09-13,57,2023-09-13 12:47:59,2023-09-13 22:18:00,09:30:00,
2023-09-14,57,2023-09-14 12:42:00,2023-09-14 22:15:00,09:33:00,
2023-09-15,57,2023-09-15 12:45:59,2023-09-15 22:09:59,09:24:00,
2023-09-16,57,,,,
2023-09-17,57,,,,
2023-09-18,57,2023-09-18 12:35:59,2023-09-18 21:59:59,09:24:00,
2023-09-19,57,,,,
2023-09-20,57,,,,
2023-09-21,57,,,,
2023-09-22,57,,,,
2023-09-23,57,,,,
2023-09-24,57,,,,
2023-09-25,57,,,,
2023-09-26,57,,,,
2023-09-27,57,,,,
2023-09-28,57,,,,
2023-09-29,57,,,,
2023-09-30,57,,,,
2023-09-01,58,2023-09-01 07:08:59,2023-09-01 16:30:59,09:22:00,
2023-09-02,58,2023-09-02 07:09:59,2023-09-02 17:21:00,10:11:00,
2023-09-03,58,2023-09-03 12:33:59,2023-09-03 22:16:00,09:42:00,
2023-09-04,58,2023-09-04 07:05:00,2023-09-04 17:36:00,10:31:00,
2023-09-05,58,2023-09-05 07:10:59,2023-09-05 17:23:00,10:12:00,
2023-09-06,58,,,,
2023-09-07,58,2023-09-07 12:11:59,2023-09-07 22:18:59,10:07:00,
2023-09-08,58,2023-09-08 07:04:00,2023-09-08 16:42:59,09:38:59,
2023-09-09,58,2023-09-09 12:18:00,2023-09-09 22:12:59,09:54:59,
2023-09-10,58,2023-09-10 12:30:00,2023-09-10 22:10:59,09:40:59,
2023-09-11,58,2023-09-11 07:04:00,2023-09-11 16:39:00,09:35:00,
2023-09-12,58,2023-09-12 07:09:59,2023-09-12 16:34:59,09:25:00,
2023-09-13,58,2023-09-13 06:56:59,2023-09-13 17:04:59,10:08:00,
2023-09-14,58,,,,
2023-09-15,58,2023-09-15 06:56:00,2023-09-15 16:30:00,09:34:00,
2023-09-16,58,2023-09-16 12:30:00,2023-09-16 22:18:59,09:48:59,
2023-09-17,58,2023-09-17 12:22:00,2023-09-17 22:07:00,09:45:00,
2023-09-18,58,2023-09-18 12:03:59,2023-09-18 21:31:00,09:27:00,
2023-09-19,58,,,,
2023-09-20,58,,,,
2023-09-21,58,,,,
2023-09-22,58,,,,
2023-09-23,58,,,,
2023-09-24,58,,,,
2023-09-25,58,,,,
2023-09-26,58,,,,
2023-09-27,58,,,,
2023-09-28,58,,,,
2023-09-29,58,,,,
2023-09-30,58,,,,
2023-09-01,63,,,,
2023-09-02,63,2023-09-02 19:28:00,2023-09-03 08:03:59,12:35:59,
2023-09-03,63,,,,
2023-09-04,63,,,,
2023-09-05,63,,,,
2023-09-06,63,,,,
2023-09-07,63,,,,
2023-09-08,63,,,,
2023-09-09,63,2023-09-09 19:08:59,2023-09-10 08:15:59,13:07:00,
2023-09-10,63,,,,
2023-09-11,63,,,,
2023-09-12,63,,,,
2023-09-13,63,,,,
2023-09-14,63,,,,
2023-09-15,63,,,,
2023-09-16,63,,,,
2023-09-17,63,,,,
2023-09-18,63,2023-09-18 05:15:59,2023-09-18 14:34:00,09:18:00,
2023-09-19,63,,,,
2023-09-20,63,,,,
2023-09-21,63,,,,
2023-09-22,63,,,,
2023-09-23,63,,,,
2023-09-24,63,,,,
2023-09-25,63,,,,
2023-09-26,63,,,,
2023-09-27,63,,,,
2023-09-28,63,,,,
2023-09-29,63,,,,
2023-09-30,63,,,,
2023-09-01,65,2023-09-01 07:43:59,2023-09-01 20:03:00,12:19:00,
2023-09-02,65,2023-09-02 07:39:00,2023-09-02 20:04:59,12:25:59,
2023-09-03,65,2023-09-03 07:39:00,2023-09-03 20:02:00,12:23:00,
2023-09-04,65,2023-09-04 07:40:00,2023-09-04 20:03:00,12:23:00,
2023-09-05,65,2023-09-05 07:34:59,2023-09-05 19:56:59,12:22:00,
2023-09-06,65,2023-09-06 07:41:00,2023-09-06 20:00:00,12:19:00,
2023-09-07,65,2023-09-07 07:41:00,2023-09-07 20:01:00,12:20:00,
2023-09-08,65,2023-09-08 07:43:59,2023-09-08 20:05:59,12:22:00,
2023-09-09,65,2023-09-09 07:33:59,2023-09-09 19:52:59,12:19:00,
2023-09-10,65,,,,
2023-09-11,65,2023-09-11 07:37:00,2023-09-11 19:54:59,12:17:59,
2023-09-12,65,2023-09-12 07:42:59,2023-09-12 19:55:59,12:13:00,
2023-09-13,65,2023-09-13 07:40:00,2023-09-13 20:05:59,12:25:59,
2023-09-14,65,2023-09-14 07:49:00,2023-09-14 20:13:00,12:24:00,
2023-09-15,65,2023-09-15 07:34:59,2023-09-15 20:01:00,12:26:00,
2023-09-16,65,2023-09-16 07:51:00,2023-09-16 20:22:00,12:31:00,
2023-09-17,65,,,,
2023-09-18,65,2023-09-18 07:42:59,2023-09-18 19:37:00,11:54:00,
2023-09-19,65,,,,
2023-09-20,65,,,,
2023-09-21,65,,,,
2023-09-22,65,,,,
2023-09-23,65,,,,
2023-09-24,65,,,,
2023-09-25,65,,,,
2023-09-26,65,,,,
2023-09-27,65,,,,
2023-09-28,65,,,,
2023-09-29,65,,,,
2023-09-30,65,,,,
2023-09-01,66,2023-09-01 11:53:59,2023-09-01 21:10:00,09:16:00,
2023-09-02,66,2023-09-02 12:06:00,2023-09-02 21:30:00,09:24:00,
2023-09-03,66,2023-09-03 12:10:00,2023-09-03 21:14:59,09:04:59,
2023-09-04,66,2023-09-04 11:59:00,2023-09-04 21:03:59,09:04:59,
2023-09-05,66,2023-09-05 12:10:00,2023-09-05 21:48:59,09:38:59,
2023-09-06,66,2023-09-06 06:55:00,2023-09-06 17:06:59,10:11:59,
2023-09-07,66,2023-09-07 11:56:00,2023-09-07 21:21:00,09:25:00,
2023-09-08,66,2023-09-08 11:50:59,2023-09-08 21:37:59,09:47:00,
2023-09-09,66,,,,
2023-09-10,66,2023-09-10 13:23:59,2023-09-10 21:33:00,08:09:00,
2023-09-11,66,2023-09-11 13:40:00,2023-09-11 21:09:00,07:29:00,
2023-09-12,66,2023-09-12 12:49:59,2023-09-12 21:38:59,08:49:00,
2023-09-13,66,2023-09-13 11:04:59,2023-09-13 21:21:00,10:16:00,
2023-09-14,66,,,,
2023-09-15,66,,,,
2023-09-16,66,2023-09-16 08:41:59,2023-09-16 14:13:00,05:31:00,
2023-09-17,66,,,,
2023-09-18,66,,,,
2023-09-19,66,,,,
2023-09-20,66,,,,
2023-09-21,66,,,,
2023-09-22,66,,,,
2023-09-23,66,,,,
2023-09-24,66,,,,
2023-09-25,66,,,,
2023-09-26,66,,,,
2023-09-27,66,,,,
2023-09-28,66,,,,
2023-09-29,66,,,,
2023-09-30,66,,,,
2023-09-01,67,2023-09-01 06:27:59,2023-09-01 13:53:59,07:26:00,
2023-09-02,67,2023-09-02 07:53:59,2023-09-02 17:03:00,09:09:00,
2023-09-03,67,2023-09-03 07:14:00,2023-09-03 17:10:00,09:56:00,
2023-09-04,67,2023-09-04 08:18:59,2023-09-04 17:29:59,09:11:00,
2023-09-05,67,2023-09-05 07:49:00,2023-09-05 17:11:00,09:22:00,
2023-09-06,67,2023-09-06 15:25:59,2023-09-06 21:04:59,05:39:00,
2023-09-07,67,2023-09-07 07:56:59,2023-09-07 17:16:59,09:20:00,
2023-09-08,67,2023-09-08 08:10:00,2023-09-08 17:37:00,09:27:00,
2023-09-09,67,2023-09-09 11:56:00,2023-09-09 20:01:00,08:05:00,
2023-09-10,67,,,,
2023-09-11,67,,,,
2023-09-12,67,,,,
2023-09-13,67,,,,
2023-09-14,67,,,,
2023-09-15,67,,,,
2023-09-16,67,,,,
2023-09-17,67,,,,
2023-09-18,67,2023-09-18 19:57:59,2023-09-19 07:54:59,11:57:00,
2023-09-19,67,,,,
2023-09-20,67,,,,
2023-09-21,67,,,,
2023-09-22,67,,,,
2023-09-23,67,,,,
2023-09-24,67,,,,
2023-09-25,67,,,,
2023-09-26,67,,,,
2023-09-27,67,,,,
2023-09-28,67,,,,
2023-09-29,67,,,,
2023-09-30,67,,,,
2023-09-01,68,,,,
2023-09-02,68,2023-09-02 12:09:00,2023-09-02 19:45:59,07:36:59,
2023-09-03,68,,,,
2023-09-04,68,2023-09-04 08:59:00,2023-09-04 18:45:59,09:46:59,
2023-09-05,68,2023-09-05 09:00:59,2023-09-05 18:38:59,09:38:00,
2023-09-06,68,2023-09-06 09:21:00,2023-09-06 18:22:00,09:01:00,
2023-09-07,68,2023-09-07 10:02:00,2023-09-07 18:57:59,08:55:59,
2023-09-08,68,2023-09-08 09:00:59,2023-09-08 19:07:00,10:06:00,
2023-09-09,68,,,,
2023-09-10,68,2023-09-10 07:52:59,2023-09-10 13:14:00,05:21:00,
2023-09-11,68,2023-09-11 08:58:00,2023-09-11 18:45:59,09:47:59,
2023-09-12,68,,,,
2023-09-13,68,2023-09-13 06:35:59,2023-09-13 11:37:59,05:02:00,
2023-09-14,68,2023-09-14 09:02:59,2023-09-14 18:56:59,09:54:00,
2023-09-15,68,2023-09-15 09:07:00,2023-09-15 18:22:00,09:15:00,
2023-09-16,68,2023-09-16 09:02:59,2023-09-16 19:27:00,10:24:00,
2023-09-17,68,2023-09-17 09:26:59,2023-09-17 19:07:00,09:40:00,
2023-09-18,68,,,,
2023-09-19,68,,,,
2023-09-20,68,,,,
2023-09-21,68,,,,
2023-09-22,68,,,,
2023-09-23,68,,,,
2023-09-24,68,,,,
2023-09-25,68,,,,
2023-09-26,68,,,,
2023-09-27,68,,,,
2023-09-28,68,,,,
2023-09-29,68,,,,
2023-09-30,68,,,,
2023-09-01,73,2023-09-01 07:43:59,2023-09-01 16:07:00,08:23:00,
2023-09-02,73,2023-09-02 10:04:00,2023-09-02 19:26:00,09:22:00,
2023-09-03,73,2023-09-03 07:23:59,2023-09-03 15:02:59,07:39:00,
2023-09-04,73,,,,
2023-09-05,73,2023-09-05 15:15:59,2023-09-05 19:26:00,04:10:00,
2023-09-06,73,2023-09-06 07:50:00,2023-09-06 17:19:59,09:29:59,
2023-09-07,73,2023-09-07 07:57:59,2023-09-07 17:15:59,09:18:00,
2023-09-08,73,2023-09-08 08:51:59,2023-09-08 17:58:00,09:06:00,
2023-09-09,73,2023-09-09 07:52:59,2023-09-09 16:57:59,09:05:00,
2023-09-10,73,2023-09-10 10:03:00,2023-09-10 20:15:59,10:12:59,
2023-09-11,73,2023-09-11 09:22:00,2023-09-11 18:46:59,09:24:59,
2023-09-12,73,2023-09-12 09:03:59,2023-09-12 18:01:59,08:58:00,
2023-09-13,73,2023-09-13 09:12:59,2023-09-13 18:04:59,08:52:00,
2023-09-14,73,2023-09-14 08:56:00,2023-09-14 18:04:59,09:08:59,
2023-09-15,73,2023-09-15 10:07:00,2023-09-15 19:06:00,08:59:00,
2023-09-16,73,2023-09-16 08:51:59,2023-09-16 14:46:00,05:54:00,
2023-09-17,73,,,,
2023-09-18,73,,,,
2023-09-19,73,,,,
2023-09-20,73,,,,
2023-09-21,73,,,,
2023-09-22,73,,,,
2023-09-23,73,,,,
2023-09-24,73,,,,
2023-09-25,73,,,,
2023-09-26,73,,,,
2023-09-27,73,,,,
2023-09-28,73,,,,
2023-09-29,73,,,,
2023-09-30,73,,,,
2023-09-01,78,2023-09-01 05:02:00,2023-09-01 16:21:59,11:19:59,
2023-09-02,78,2023-09-02 05:22:00,2023-09-02 17:30:59,12:08:59,
2023-09-03,78,2023-09-03 05:15:00,2023-09-03 16:12:59,10:57:59,
2023-09-04,78,2023-09-04 05:04:59,2023-09-04 16:27:00,11:22:00,
2023-09-05,78,2023-09-05 05:13:00,2023-09-05 16:26:00,11:13:00,
2023-09-06,78,2023-09-06 05:08:59,2023-09-06 17:13:00,12:04:00,
2023-09-07,78,2023-09-07 05:14:00,2023-09-07 16:54:59,11:40:59,
2023-09-08,78,2023-09-08 05:12:00,2023-09-08 16:09:59,10:57:59,
2023-09-09,78,,,,
2023-09-10,78,,,,
2023-09-11,78,,,,
2023-09-12,78,2023-09-12 05:27:59,2023-09-12 16:49:00,11:21:00,
2023-09-13,78,,,,
2023-09-14,78,,,,
2023-09-15,78,2023-09-15 05:01:00,2023-09-15 16:52:59,11:51:59,
2023-09-16,78,2023-09-16 05:16:59,2023-09-16 16:16:00,10:59:00,
2023-09-17,78,2023-09-17 05:29:59,2023-09-17 15:47:59,10:18:00,
2023-09-18,78,2023-09-18 05:14:00,2023-09-18 15:20:00,10:06:00,
2023-09-19,78,,,,
2023-09-20,78,,,,
2023-09-21,78,,,,
2023-09-22,78,,,,
2023-09-23,78,,,,
2023-09-24,78,,,,
2023-09-25,78,,,,
2023-09-26,78,,,,
2023-09-27,78,,,,
2023-09-28,78,,,,
2023-09-29,78,,,,
2023-09-30,78,,,,
2023-09-01,84,,,,
2023-09-02,84,,,,
2023-09-03,84,,,,
2023-09-04,84,,,,
2023-09-05,84,,,,
2023-09-06,84,,,,
2023-09-07,84,,,,
2023-09-08,84,,,,
2023-09-09,84,2023-09-09 07:19:59,2023-09-09 13:30:00,06:10:00,
2023-09-10,84,,,,
2023-09-11,84,,,,
2023-09-12,84,,,,
2023-09-13,84,,,,
2023-09-14,84,2023-09-14 07:45:59,2023-09-14 14:02:00,06:16:00,
2023-09-15,84,2023-09-15 12:44:00,2023-09-15 21:32:00,08:48:00,
2023-09-16,84,2023-09-16 08:29:59,2023-09-16 16:59:00,08:29:00,
2023-09-17,84,2023-09-17 12:02:59,2023-09-17 21:11:59,09:09:00,
2023-09-18,84,2023-09-18 10:05:00,2023-09-18 21:18:00,11:13:00,
2023-09-19,84,,,,
2023-09-20,84,,,,
2023-09-21,84,,,,
2023-09-22,84,,,,
2023-09-23,84,,,,
2023-09-24,84,,,,
2023-09-25,84,,,,
2023-09-26,84,,,,
2023-09-27,84,,,,
2023-09-28,84,,,,
2023-09-29,84,,,,
2023-09-30,84,,,,
2023-09-01,88,,,,
2023-09-02,88,,,,
2023-09-03,88,2023-09-03 14:05:59,2023-09-03 21:53:00,07:47:00,
2023-09-04,88,2023-09-04 13:41:00,2023-09-04 23:46:00,10:05:00,
2023-09-05,88,,,,
2023-09-06,88,,,,
2023-09-07,88,,,,
2023-09-08,88,,,,
2023-09-09,88,,,,
2023-09-10,88,2023-09-10 13:47:00,2023-09-10 21:37:59,07:50:59,
2023-09-11,88,,,,
2023-09-12,88,,,,
2023-09-13,88,,,,
2023-09-14,88,,,,
2023-09-15,88,2023-09-15 13:34:59,2023-09-16 00:33:59,10:59:00,
2023-09-16,88,,,,
2023-09-17,88,,,,
2023-09-18,88,2023-09-18 13:40:00,2023-09-18 23:51:59,10:11:59,
2023-09-19,88,,,,
2023-09-20,88,,,,
2023-09-21,88,,,,
2023-09-22,88,,,,
2023-09-23,88,,,,
2023-09-24,88,,,,
2023-09-25,88,,,,
2023-09-26,88,,,,
2023-09-27,88,,,,
2023-09-28,88,,,,
2023-09-29,88,,,,
2023-09-30,88,,,,
2023-09-01,92,,,,
2023-09-02,92,,,,
2023-09-03,92,,,,
2023-09-04,92,,,,
2023-09-05,92,,,,
2023-09-06,92,,,,
2023-09-07,92,2023-09-07 21:34:59,2023-09-08 07:49:00,10:14:00,
2023-09-08,92,,,,
2023-09-09,92,,,,
2023-09-10,92,,,,
2023-09-11,92,,,,
2023-09-12,92,,,,
2023-09-13,92,,,,
2023-09-14,92,,,,
2023-09-15,92,,,,
2023-09-16,92,2023-09-16 21:34:59,2023-09-17 08:07:59,10:33:00,
2023-09-17,92,,,,
2023-09-18,92,2023-09-18 21:37:59,2023-09-19 07:39:00,10:01:00,
2023-09-19,92,,,,
2023-09-20,92,,,,
2023-09-21,92,,,,
2023-09-22,92,,,,
2023-09-23,92,,,,
2023-09-24,92,,,,
2023-09-25,92,,,,
2023-09-26,92,,,,
2023-09-27,92,,,,
2023-09-28,92,,,,
2023-09-29,92,,,,
2023-09-30,92,,,,
2023-09-01,95,2023-09-01 12:32:00,2023-09-01 23:21:00,10:49:00,
2023-09-02,95,2023-09-02 12:29:00,2023-09-02 23:27:59,10:58:59,
2023-09-03,95,2023-09-03 12:26:59,2023-09-03 22:49:00,10:22:00,
2023-09-04,95,,,,
2023-09-05,95,2023-09-05 19:07:59,2023-09-05 23:26:00,04:18:00,
2023-09-06,95,2023-09-06 19:07:00,2023-09-06 22:55:59,03:48:59,
2023-09-07,95,2023-09-07 19:20:59,2023-09-07 23:47:00,04:26:00,
2023-09-08,95,2023-09-08 19:05:00,2023-09-08 23:23:00,04:18:00,
2023-09-09,95,,,,
2023-09-10,95,,,,
2023-09-11,95,,,,
2023-09-12,95,,,,
2023-09-13,95,2023-09-13 21:59:59,2023-09-14 08:48:00,10:48:00,
2023-09-14,95,,,,
2023-09-15,95,,,,
2023-09-16,95,,,,
2023-09-17,95,,,,
2023-09-18,95,2023-09-18 22:07:00,2023-09-19 08:34:00,10:27:00,
2023-09-19,95,,,,
2023-09-20,95,,,,
2023-09-21,95,,,,
2023-09-22,95,,,,
2023-09-23,95,,,,
2023-09-24,95,,,,
2023-09-25,95,,,,
2023-09-26,95,,,,
2023-09-27,95,,,,
2023-09-28,95,,,,
2023-09-29,95,,,,
2023-09-30,95,,,,
2023-09-01,102,2023-09-01 13:36:00,2023-09-01 23:52:59,10:16:59,
2023-09-02,102,,,,
2023-09-03,102,2023-09-03 18:54:00,2023-09-03 23:46:00,04:52:00,
2023-09-04,102,2023-09-04 18:44:00,2023-09-04 23:44:00,05:00:00,
2023-09-05,102,2023-09-05 18:46:59,2023-09-05 23:51:59,05:05:00,
2023-09-06,102,2023-09-06 18:44:00,2023-09-06 22:31:59,03:47:59,
2023-09-07,102,2023-09-07 18:43:00,2023-09-07 23:42:59,04:59:59,
2023-09-08,102,,,,
2023-09-09,102,2023-09-09 18:43:00,2023-09-09 23:46:00,05:03:00,
2023-09-10,102,2023-09-10 18:43:00,2023-09-10 23:37:59,04:54:59,
2023-09-11,102,2023-09-11 09:40:00,2023-09-11 19:31:59,09:51:59,
